1,2
31,38
33,37
32,38
33,38
32,37
33,38
32,38
33,38
32,38
32,38
32,38
32,38
32,38
32,38
33,38
32,39
32,38
33,38
34,38
32,38
32,38
32,38
33,37
32,39
34,38
32,38
32,39
33,38
32,38
32,38
33,38
32,38
33,37
33,38
31,38
32,38
32,38
33,38
32,37
33,37
31,38
33,39
33,38
32,39
32,39
32,38
32,38
32,38
32,38
34,38
32,38
33,39
33,39
32,39
32,38
34,39
33,38
33,37
32,38
32,38
33,38
34,37
32,37
33,39
32,38
32,38
33,38
33,38
34,38
31,38
32,38
33,37
33,38
33,38
33,39
33,38
34,39
32,37
32,38
32,38
32,38
32,37
32,38
32,38
33,38
33,37
33,38
33,38
31,38
33,39
33,38
33,38
33,38
31,38
32,38
33,37
33,39
33,38
33,39
32,38
32,40
33,38
33,38
33,38
32,38
33,37
33,38
33,38
32,38
33,38
33,38
33,38
33,39
33,37
34,39
31,38
33,38
32,38
33,38
32,38
33,37
33,38
32,37
33,38
32,38
33,38
33,38
33,37
31,38
32,37
32,38
32,38
34,38
33,38
33,38
32,38
33,38
33,37
33,38
33,38
32,37
34,38
33,38
33,38
33,38
33,38
33,38
32,38
33,38
33,39
32,38
33,38
34,37
33,38
33,38
33,38
33,40
33,39
33,37
33,38
33,39
33,38
32,37
33,38
33,38
33,38
34,38
33,37
33,37
33,39
33,38
32,39
33,37
32,38
34,38
34,38
33,38
32,39
32,38
33,39
33,39
34,39
33,39
33,37
33,37
33,38
34,38
34,38
33,37
33,38
33,39
33,38
33,38
33,38
33,37
34,37
33,38
33,37
32,37
33,37
33,36
33,38
33,37
34,38
33,38
33,37
33,38
32,38
33,38
33,37
33,38
33,38
33,38
34,38
33,39
33,38
33,38
33,38
33,38
32,37
31,37
34,37
33,38
34,39
33,38
33,38
33,38
33,39
33,38
33,38
33,40
33,39
34,38
33,39
32,38
33,38
33,39
33,38
33,38
32,39
34,38
35,38
34,39
33,38
34,38
34,37
34,38
33,38
33,38
33,38
33,38
33,38
34,38
35,37
33,38
34,38
33,38
33,38
34,37
34,38
34,38
34,38
34,37
33,38
34,38
33,39
34,38
33,38
33,37
34,36
33,39
33,39
32,39
33,36
33,38
33,36
33,39
34,38
33,38
33,38
33,38
35,38
34,39
33,37
33,38
34,39
34,38
33,39
33,38
34,38
34,39
33,38
34,38
34,39
33,38
34,36
34,38
34,38
34,38
32,38
33,38
34,38
33,38
34,38
34,37
34,39
33,38
33,37
34,39
33,38
34,38
34,39
34,38
34,38
33,38
33,39
34,38
34,38
33,37
34,38
34,38
33,37
34,38
32,38
34,38
34,39
33,38
33,37
34,39
34,38
33,38
33,38
33,38
34,38
32,39
33,38
34,39
34,38
34,37
34,38
32,36
34,38
33,38
